Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2019,Lincoln,WA,Passenger,4,11,15,"8,048","8,063",0.19
October 31 2019,Lincoln,WA,Truck,0,0,0,"4,824","4,824",0
October 31 2019,Mason,WA,Passenger,167,132,299,"48,633","48,932",0.61
October 31 2019,Mason,WA,Truck,0,0,0,"21,101","21,101",0
October 31 2019,Okanogan,WA,Passenger,25,28,53,"27,059","27,112",0.2
October 31 2019,Okanogan,WA,Truck,0,0,0,"17,236","17,236",0
October 31 2019,Pacific,WA,Passenger,40,31,71,"16,328","16,399",0.43
October 31 2019,Pacific,WA,Truck,0,0,0,"7,893","7,893",0
October 31 2019,Pend Oreille,WA,Passenger,8,5,13,"9,790","9,803",0.13
October 31 2019,Pend Oreille,WA,Truck,0,0,0,"5,964","5,964",0
October 31 2019,Pierce,WA,Passenger,"2,315","1,722","4,037","557,092","561,129",0.72
October 31 2019,Pierce,WA,Truck,0,0,0,"144,629","144,629",0
October 31 2019,San Juan,WA,Passenger,246,77,323,"14,700","15,023",2.15
October 31 2019,San Juan,WA,Truck,0,0,0,"6,083","6,083",0
October 31 2019,Skagit,WA,Passenger,373,229,602,"94,240","94,842",0.63
October 31 2019,Skagit,WA,Truck,1,0,1,"33,439","33,440",0
October 31 2019,Skamania,WA,Passenger,29,19,48,"9,019","9,067",0.53
October 31 2019,Skamania,WA,Truck,0,0,0,"4,256","4,256",0
October 31 2019,Snohomish,WA,Passenger,"4,090","1,782","5,872","543,842","549,714",1.07
October 31 2019,Snohomish,WA,Truck,0,0,0,"126,500","126,500",0
October 31 2019,Spokane,WA,Passenger,664,489,"1,153","321,292","322,445",0.36
October 31 2019,Spokane,WA,Truck,1,0,1,"99,085","99,086",0
October 31 2019,Stevens,WA,Passenger,33,31,64,"32,424","32,488",0.2
October 31 2019,Stevens,WA,Truck,0,0,0,"19,411","19,411",0
October 31 2019,Thurston,WA,Passenger,"1,099",729,"1,828","201,980","203,808",0.9
October 31 2019,Thurston,WA,Truck,0,0,0,"56,837","56,837",0
October 31 2019,Wahkiakum,WA,Passenger,4,4,8,"3,119","3,127",0.26
October 31 2019,Wahkiakum,WA,Truck,0,0,0,"1,799","1,799",0
October 31 2019,Walla Walla,WA,Passenger,68,59,127,"37,027","37,154",0.34
October 31 2019,Walla Walla,WA,Truck,0,0,0,"14,061","14,061",0
October 31 2019,Whatcom,WA,Passenger,"1,006",487,"1,493","153,859","155,352",0.96
October 31 2019,Whatcom,WA,Truck,2,0,2,"44,105","44,107",0
October 31 2019,Whitman,WA,Passenger,41,47,88,"23,123","23,211",0.38
October 31 2019,Whitman,WA,Truck,0,0,0,"8,811","8,811",0
October 31 2019,Yakima,WA,Passenger,128,121,249,"170,157","170,406",0.15
October 31 2019,Yakima,WA,Truck,0,0,0,"61,683","61,683",0
October 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25
November 30 2019,NULL,NULL,Passenger,8,6,14,"1,957","1,971",0.71
November 30 2019,Fairbanks North Star,AK,Passenger,0,1,1,94,95,1.05
November 30 2019,Juneau,AK,Passenger,0,1,1,22,23,4.35
November 30 2019,Montgomery,AL,Passenger,0,2,2,37,39,5.13
November 30 2019,Cochise,AZ,Passenger,0,1,1,112,113,0.88
November 30 2019,Maricopa,AZ,Passenger,4,4,8,"1,183","1,191",0.67
November 30 2019,Pima,AZ,Passenger,1,0,1,306,307,0.33
November 30 2019,Pinal,AZ,Passenger,1,0,1,141,142,0.7
November 30 2019,NULL,CA,Passenger,1,3,4,256,260,1.54
November 30 2019,Alameda,CA,Passenger,3,0,3,270,273,1.1
November 30 2019,Contra Costa,CA,Passenger,1,0,1,185,186,0.54
November 30 2019,Fresno,CA,Passenger,1,0,1,175,176,0.57
November 30 2019,Kern,CA,Passenger,2,0,2,229,231,0.87
November 30 2019,Los Angeles,CA,Passenger,7,7,14,994,"1,008",1.39
November 30 2019,Orange,CA,Passenger,4,1,5,499,504,0.99
November 30 2019,Riverside,CA,Passenger,2,1,3,584,587,0.51
November 30 2019,San Diego,CA,Passenger,8,9,17,"2,818","2,835",0.6
November 30 2019,San Francisco,CA,Passenger,2,1,3,92,95,3.16
November 30 2019,San Mateo,CA,Passenger,1,1,2,113,115,1.74
November 30 2019,Santa Barbara,CA,Passenger,1,0,1,93,94,1.06
November 30 2019,Santa Clara,CA,Passenger,5,1,6,303,309,1.94
November 30 2019,Santa Cruz,CA,Passenger,1,0,1,35,36,2.78
November 30 2019,Shasta,CA,Passenger,1,0,1,39,40,2.5
November 30 2019,Tulare,CA,Passenger,0,1,1,169,170,0.59
November 30 2019,Tuolumne,CA,Passenger,0,1,1,8,9,11.11
November 30 2019,Ventura,CA,Passenger,0,2,2,307,309,0.65
November 30 2019,Boulder,CO,Passenger,1,1,2,36,38,5.26
November 30 2019,Denver,CO,Passenger,1,0,1,111,112,0.89
November 30 2019,El Paso,CO,Passenger,1,1,2,679,681,0.29
November 30 2019,Jefferson,CO,Passenger,0,1,1,58,59,1.69
November 30 2019,Larimer,CO,Passenger,0,1,1,41,42,2.38
November 30 2019,District Of Columbia,DC,Passenger,0,2,2,211,213,0.94
November 30 2019,Kent,DE,Passenger,0,1,1,69,70,1.43
November 30 2019,New Castle,DE,Passenger,1,0,1,24,25,4
November 30 2019,Bay,FL,Passenger,1,0,1,34,35,2.86
November 30 2019,Brevard,FL,Passenger,0,1,1,65,66,1.52
November 30 2019,Broward,FL,Passenger,1,1,2,114,116,1.72
November 30 2019,Clay,FL,Passenger,0,1,1,86,87,1.15
November 30 2019,Duval,FL,Passenger,1,1,2,344,346,0.58
November 30 2019,Osceola,FL,Passenger,1,0,1,35,36,2.78
November 30 2019,Palm Beach,FL,Passenger,0,1,1,63,64,1.56
November 30 2019,Pinellas,FL,Passenger,1,0,1,83,84,1.19
November 30 2019,Polk,FL,Passenger,1,0,1,62,63,1.59
November 30 2019,Santa Rosa,FL,Passenger,1,0,1,75,76,1.32
November 30 2019,Sarasota,FL,Passenger,1,0,1,22,23,4.35
November 30 2019,Sumter,FL,Passenger,0,1,1,8,9,11.11
November 30 2019,Volusia,FL,Passenger,0,1,1,34,35,2.86
November 30 2019,Bryan,GA,Passenger,1,0,1,59,60,1.67
November 30 2019,Camden,GA,Passenger,1,1,2,152,154,1.3
November 30 2019,Columbia,GA,Passenger,1,1,2,145,147,1.36
November 30 2019,Dekalb,GA,Passenger,1,0,1,71,72,1.39
November 30 2019,Fulton,GA,Passenger,0,2,2,94,96,2.08
November 30 2019,Jones,GA,Passenger,1,0,1,1,2,50
November 30 2019,Liberty,GA,Passenger,1,0,1,130,131,0.76
November 30 2019,Muscogee,GA,Passenger,0,1,1,176,177,0.56
November 30 2019,Honolulu,HI,Passenger,1,0,1,415,416,0.24
November 30 2019,Maui,HI,Passenger,1,0,1,40,41,2.44
November 30 2019,Ada,ID,Passenger,0,1,1,263,264,0.38
November 30 2019,Kootenai,ID,Passenger,1,1,2,192,194,1.03
November 30 2019,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
November 30 2019,Cook,IL,Passenger,1,0,1,203,204,0.49
November 30 2019,Dupage,IL,Passenger,2,0,2,47,49,4.08
November 30 2019,Monroe,IL,Passenger,1,0,1,3,4,25
November 30 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
November 30 2019,Dekalb,IN,Passenger,1,0,1,1,2,50
November 30 2019,Vigo,IN,Passenger,1,0,1,4,5,20
November 30 2019,Riley,KS,Passenger,1,0,1,65,66,1.52
November 30 2019,Oldham,KY,Passenger,0,1,1,4,5,20
November 30 2019,Caddo,LA,Passenger,1,0,1,16,17,5.88
November 30 2019,Anne Arundel,MD,Passenger,1,3,4,434,438,0.91
November 30 2019,Charles,MD,Passenger,0,1,1,80,81,1.23
November 30 2019,Frederick,MD,Passenger,2,1,3,82,85,3.53
November 30 2019,Howard,MD,Passenger,0,1,1,84,85,1.18
November 30 2019,Montgomery,MD,Passenger,0,4,4,265,269,1.49
November 30 2019,Saint Marys,MD,Passenger,1,0,1,197,198,0.51
November 30 2019,Kent,MI,Passenger,0,1,1,19,20,5
November 30 2019,Saginaw,MI,Passenger,1,0,1,10,11,9.09
November 30 2019,Washtenaw,MI,Passenger,1,0,1,29,30,3.33
November 30 2019,Wayne,MI,Passenger,0,1,1,57,58,1.72
November 30 2019,Hennepin,MN,Passenger,2,0,2,91,93,2.15
November 30 2019,Ramsey,MN,Passenger,1,0,1,32,33,3.03
November 30 2019,Boone,MO,Passenger,0,1,1,9,10,10
November 30 2019,Saint Louis,MO,Passenger,1,0,1,68,69,1.45
November 30 2019,Harrison,MS,Passenger,1,0,1,63,64,1.56
November 30 2019,Cascade,MT,Passenger,0,1,1,57,58,1.72
November 30 2019,Flathead,MT,Passenger,1,0,1,55,56,1.79
November 30 2019,Glacier,MT,Passenger,0,1,1,5,6,16.67
November 30 2019,Cumberland,NC,Passenger,1,2,3,502,505,0.59
November 30 2019,Guilford,NC,Passenger,1,0,1,28,29,3.45
November 30 2019,Harnett,NC,Passenger,0,1,1,190,191,0.52
November 30 2019,Mecklenburg,NC,Passenger,1,0,1,77,78,1.28
November 30 2019,Moore,NC,Passenger,0,1,1,179,180,0.56
November 30 2019,Douglas,NE,Passenger,0,1,1,51,52,1.92
November 30 2019,Chaves,NM,Passenger,1,0,1,9,10,10
November 30 2019,Otero,NM,Passenger,0,1,1,37,38,2.63
November 30 2019,Valencia,NM,Passenger,1,0,1,2,3,33.33
November 30 2019,Carson City,NV,Passenger,1,0,1,9,10,10
November 30 2019,Clark,NV,Passenger,2,1,3,599,602,0.5
November 30 2019,Washoe,NV,Passenger,1,0,1,82,83,1.2
November 30 2019,Jefferson,NY,Passenger,0,1,1,231,232,0.43
November 30 2019,Nassau,NY,Passenger,2,0,2,31,33,6.06
November 30 2019,Westchester,NY,Passenger,0,1,1,24,25,4
November 30 2019,Montgomery,OH,Passenger,0,1,1,58,59,1.69
November 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50
November 30 2019,Oklahoma,OK,Passenger,0,2,2,111,113,1.77
November 30 2019,Tulsa,OK,Passenger,0,1,1,40,41,2.44
November 30 2019,Clackamas,OR,Passenger,1,1,2,184,186,1.08
November 30 2019,Deschutes,OR,Passenger,2,0,2,111,113,1.77
November 30 2019,Klamath,OR,Passenger,1,0,1,22,23,4.35
November 30 2019,Multnomah,OR,Passenger,3,6,9,646,655,1.37
November 30 2019,Allegheny,PA,Passenger,1,0,1,68,69,1.45
November 30 2019,Bucks,PA,Passenger,1,0,1,23,24,4.17
November 30 2019,Montgomery,PA,Passenger,1,0,1,23,24,4.17
November 30 2019,Dorchester,SC,Passenger,1,0,1,60,61,1.64
November 30 2019,Davidson,TN,Passenger,1,0,1,65,66,1.52
November 30 2019,Putnam,TN,Passenger,0,1,1,2,3,33.33
November 30 2019,Shelby,TN,Passenger,0,1,1,92,93,1.08
November 30 2019,Bell,TX,Passenger,0,1,1,416,417,0.24
November 30 2019,Bexar,TX,Passenger,1,5,6,576,582,1.03
November 30 2019,El Paso,TX,Passenger,2,0,2,450,452,0.44
November 30 2019,Guadalupe,TX,Passenger,1,0,1,55,56,1.79
November 30 2019,Harris,TX,Passenger,1,1,2,207,209,0.96
November 30 2019,Nueces,TX,Passenger,1,1,2,87,89,2.25
November 30 2019,Tarrant,TX,Passenger,2,0,2,172,174,1.15
November 30 2019,Travis,TX,Passenger,1,1,2,160,162,1.23
November 30 2019,Albemarle,VA,Passenger,1,0,1,30,31,3.23
November 30 2019,Alexandria City,VA,Passenger,4,0,4,139,143,2.8
November 30 2019,Arlington,VA,Passenger,0,2,2,143,145,1.38
November 30 2019,Chesapeake City,VA,Passenger,0,1,1,406,407,0.25
November 30 2019,Fairfax,VA,Passenger,3,6,9,732,741,1.21
November 30 2019,Goochland,VA,Passenger,1,1,2,133,135,1.48
November 30 2019,Manassas City,VA,Passenger,0,1,1,6,7,14.29
November 30 2019,Norfolk City,VA,Passenger,2,1,3,358,361,0.83
November 30 2019,Powhatan,VA,Passenger,1,0,1,1,2,50
November 30 2019,Prince William,VA,Passenger,1,3,4,221,225,1.78
November 30 2019,Stafford,VA,Passenger,1,0,1,87,88,1.14
November 30 2019,Suffolk City,VA,Passenger,1,0,1,116,117,0.85
November 30 2019,NULL,WA,Passenger,0,0,0,2,2,0
November 30 2019,Adams,WA,Passenger,7,7,14,"13,213","13,227",0.11
November 30 2019,Adams,WA,Truck,0,0,0,"5,395","5,395",0
November 30 2019,Asotin,WA,Passenger,14,9,23,"12,967","12,990",0.18
November 30 2019,Asotin,WA,Truck,0,0,0,"6,907","6,907",0
November 30 2019,Benton,WA,Passenger,324,317,641,"137,538","138,179",0.46
November 30 2019,Benton,WA,Truck,0,0,0,"43,509","43,509",0
November 30 2019,Chelan,WA,Passenger,199,78,277,"55,685","55,962",0.49
November 30 2019,Chelan,WA,Truck,0,0,0,"23,056","23,056",0
November 30 2019,Clallam,WA,Passenger,211,151,362,"51,743","52,105",0.69
November 30 2019,Clallam,WA,Truck,1,0,1,"22,328","22,329",0
November 30 2019,Clark,WA,Passenger,"1,942","1,053","2,995","323,088","326,083",0.92
November 30 2019,Clark,WA,Truck,0,0,0,"83,306","83,306",0
November 30 2019,Columbia,WA,Passenger,3,2,5,"2,492","2,497",0.2
November 30 2019,Columbia,WA,Truck,0,0,0,"1,601","1,601",0
November 30 2019,Cowlitz,WA,Passenger,124,121,245,"74,823","75,068",0.33
November 30 2019,Cowlitz,WA,Truck,0,0,0,"29,816","29,816",0
November 30 2019,Douglas,WA,Passenger,66,37,103,"28,724","28,827",0.36
November 30 2019,Douglas,WA,Truck,0,0,0,"12,575","12,575",0
November 30 2019,Ferry,WA,Passenger,5,2,7,"4,584","4,591",0.15
November 30 2019,Ferry,WA,Truck,0,0,0,"3,727","3,727",0
November 30 2019,Franklin,WA,Passenger,63,78,141,"61,977","62,118",0.23
November 30 2019,Franklin,WA,Truck,0,0,0,"20,310","20,310",0
November 30 2019,Garfield,WA,Passenger,0,1,1,"1,326","1,327",0.08
November 30 2019,Garfield,WA,Truck,0,0,0,989,989,0
November 30 2019,Grant,WA,Passenger,56,70,126,"67,150","67,276",0.19
November 30 2019,Grant,WA,Truck,0,0,0,"27,812","27,812",0
November 30 2019,Grays Harbor,WA,Passenger,114,104,218,"49,053","49,271",0.44
November 30 2019,Grays Harbor,WA,Truck,0,0,0,"21,182","21,182",0
November 30 2019,Island,WA,Passenger,388,265,653,"64,785","65,438",1
November 30 2019,Island,WA,Truck,1,0,1,"21,825","21,826",0
November 30 2019,Jefferson,WA,Passenger,226,141,367,"25,600","25,967",1.41
November 30 2019,Jefferson,WA,Truck,0,0,0,"9,851","9,851",0
November 30 2019,King,WA,Passenger,"22,220","7,692","29,912","1,414,688","1,444,600",2.07
November 30 2019,King,WA,Truck,6,1,7,"186,782","186,789",0
November 30 2019,Kitsap,WA,Passenger,"1,277",674,"1,951","185,308","187,259",1.04
November 30 2019,Kitsap,WA,Truck,1,0,1,"55,664","55,665",0
November 30 2019,Kittitas,WA,Passenger,95,48,143,"30,685","30,828",0.46
November 30 2019,Kittitas,WA,Truck,0,0,0,"15,016","15,016",0
November 30 2019,Klickitat,WA,Passenger,51,38,89,"15,973","16,062",0.55
November 30 2019,Klickitat,WA,Truck,0,0,0,"8,536","8,536",0
November 30 2019,Lewis,WA,Passenger,120,109,229,"60,671","60,900",0.38
November 30 2019,Lewis,WA,Truck,0,0,0,"26,864","26,864",0
November 30 2019,Lincoln,WA,Passenger,3,11,14,"8,020","8,034",0.17
November 30 2019,Lincoln,WA,Truck,0,0,0,"4,832","4,832",0
November 30 2019,Mason,WA,Passenger,167,133,300,"48,671","48,971",0.61
November 30 2019,Mason,WA,Truck,0,0,0,"21,132","21,132",0
November 30 2019,Okanogan,WA,Passenger,28,30,58,"27,034","27,092",0.21
November 30 2019,Okanogan,WA,Truck,0,0,0,"17,257","17,257",0
November 30 2019,Pacific,WA,Passenger,39,32,71,"16,330","16,401",0.43
November 30 2019,Pacific,WA,Truck,0,0,0,"7,908","7,908",0
November 30 2019,Pend Oreille,WA,Passenger,8,6,14,"9,804","9,818",0.14
November 30 2019,Pend Oreille,WA,Truck,0,0,0,"5,962","5,962",0
November 30 2019,Pierce,WA,Passenger,"2,341","1,732","4,073","557,732","561,805",0.72
November 30 2019,Pierce,WA,Truck,0,0,0,"144,669","144,669",0
November 30 2019,San Juan,WA,Passenger,252,79,331,"14,694","15,025",2.2
November 30 2019,San Juan,WA,Truck,0,0,0,"6,075","6,075",0
November 30 2019,Skagit,WA,Passenger,384,230,614,"94,241","94,855",0.65
November 30 2019,Skagit,WA,Truck,1,0,1,"33,425","33,426",0
November 30 2019,Skamania,WA,Passenger,30,19,49,"9,007","9,056",0.54
November 30 2019,Skamania,WA,Truck,0,0,0,"4,247","4,247",0
November 30 2019,Snohomish,WA,Passenger,"4,140","1,802","5,942","544,186","550,128",1.08
November 30 2019,Snohomish,WA,Truck,0,0,0,"126,655","126,655",0
November 30 2019,Spokane,WA,Passenger,681,495,"1,176","321,571","322,747",0.36
November 30 2019,Spokane,WA,Truck,1,0,1,"99,220","99,221",0
November 30 2019,Stevens,WA,Passenger,35,33,68,"32,413","32,481",0.21
November 30 2019,Stevens,WA,Truck,0,0,0,"19,429","19,429",0
November 30 2019,Thurston,WA,Passenger,"1,133",745,"1,878","202,029","203,907",0.92
November 30 2019,Thurston,WA,Truck,0,0,0,"56,839","56,839",0
November 30 2019,Wahkiakum,WA,Passenger,4,4,8,"3,109","3,117",0.26
November 30 2019,Wahkiakum,WA,Truck,0,0,0,"1,799","1,799",0
November 30 2019,Walla Walla,WA,Passenger,70,58,128,"37,002","37,130",0.34
November 30 2019,Walla Walla,WA,Truck,0,0,0,"14,071","14,071",0
November 30 2019,Whatcom,WA,Passenger,"1,022",488,"1,510","153,974","155,484",0.97
November 30 2019,Whatcom,WA,Truck,2,0,2,"44,158","44,160",0
November 30 2019,Whitman,WA,Passenger,43,48,91,"23,107","23,198",0.39
November 30 2019,Whitman,WA,Truck,0,0,0,"8,797","8,797",0
November 30 2019,Yakima,WA,Passenger,130,123,253,"170,224","170,477",0.15
November 30 2019,Yakima,WA,Truck,0,0,0,"61,772","61,772",0
November 30 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25
December 31 2019,NULL,NULL,Passenger,8,6,14,"1,938","1,952",0.72
December 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,95,96,1.04
December 31 2019,Juneau,AK,Passenger,0,1,1,22,23,4.35
December 31 2019,Montgomery,AL,Passenger,0,2,2,37,39,5.13
December 31 2019,Cochise,AZ,Passenger,0,1,1,112,113,0.88
December 31 2019,Maricopa,AZ,Passenger,5,4,9,"1,169","1,178",0.76
December 31 2019,Pima,AZ,Passenger,2,0,2,304,306,0.65
December 31 2019,Pinal,AZ,Passenger,1,0,1,139,140,0.71
December 31 2019,NULL,CA,Passenger,1,3,4,249,253,1.58
December 31 2019,Alameda,CA,Passenger,3,0,3,264,267,1.12
December 31 2019,Contra Costa,CA,Passenger,1,0,1,187,188,0.53
December 31 2019,Fresno,CA,Passenger,1,0,1,170,171,0.58
December 31 2019,Kern,CA,Passenger,1,0,1,231,232,0.43
December 31 2019,Los Angeles,CA,Passenger,7,7,14,987,"1,001",1.4
December 31 2019,Orange,CA,Passenger,4,1,5,494,499,1
December 31 2019,Riverside,CA,Passenger,2,1,3,577,580,0.52
December 31 2019,San Diego,CA,Passenger,8,9,17,"2,809","2,826",0.6
December 31 2019,San Francisco,CA,Passenger,2,1,3,91,94,3.19
December 31 2019,San Mateo,CA,Passenger,1,1,2,109,111,1.8
December 31 2019,Santa Barbara,CA,Passenger,1,0,1,93,94,1.06
December 31 2019,Santa Clara,CA,Passenger,5,1,6,290,296,2.03
December 31 2019,Santa Cruz,CA,Passenger,1,0,1,35,36,2.78
December 31 2019,Shasta,CA,Passenger,1,0,1,38,39,2.56
December 31 2019,Tulare,CA,Passenger,0,1,1,170,171,0.58
December 31 2019,Tuolumne,CA,Passenger,0,1,1,8,9,11.11
December 31 2019,Ventura,CA,Passenger,0,2,2,302,304,0.66
December 31 2019,Boulder,CO,Passenger,1,1,2,35,37,5.41
December 31 2019,Denver,CO,Passenger,1,0,1,108,109,0.92
December 31 2019,El Paso,CO,Passenger,1,1,2,676,678,0.29
December 31 2019,Jefferson,CO,Passenger,0,1,1,57,58,1.72
December 31 2019,Larimer,CO,Passenger,0,1,1,39,40,2.5
December 31 2019,District Of Columbia,DC,Passenger,0,2,2,212,214,0.93
December 31 2019,Kent,DE,Passenger,0,1,1,67,68,1.47
December 31 2019,New Castle,DE,Passenger,1,0,1,23,24,4.17
December 31 2019,Bay,FL,Passenger,1,0,1,33,34,2.94
December 31 2019,Brevard,FL,Passenger,0,1,1,65,66,1.52
December 31 2019,Broward,FL,Passenger,0,1,1,115,116,0.86
December 31 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
December 31 2019,Duval,FL,Passenger,1,1,2,336,338,0.59
December 31 2019,Osceola,FL,Passenger,1,0,1,34,35,2.86
December 31 2019,Palm Beach,FL,Passenger,0,1,1,63,64,1.56
December 31 2019,Pinellas,FL,Passenger,1,0,1,83,84,1.19
December 31 2019,Polk,FL,Passenger,1,0,1,61,62,1.61
December 31 2019,Santa Rosa,FL,Passenger,1,0,1,75,76,1.32
December 31 2019,Sarasota,FL,Passenger,1,0,1,22,23,4.35
December 31 2019,Sumter,FL,Passenger,0,1,1,8,9,11.11
December 31 2019,Bryan,GA,Passenger,1,0,1,59,60,1.67
December 31 2019,Camden,GA,Passenger,1,1,2,152,154,1.3
December 31 2019,Columbia,GA,Passenger,1,1,2,142,144,1.39
December 31 2019,Dekalb,GA,Passenger,1,0,1,72,73,1.37
December 31 2019,Fulton,GA,Passenger,0,2,2,93,95,2.11
December 31 2019,Jones,GA,Passenger,1,0,1,1,2,50
December 31 2019,Liberty,GA,Passenger,1,0,1,128,129,0.78
December 31 2019,Muscogee,GA,Passenger,0,1,1,173,174,0.57
December 31 2019,Honolulu,HI,Passenger,1,0,1,404,405,0.25
December 31 2019,Maui,HI,Passenger,1,0,1,37,38,2.63
December 31 2019,Ada,ID,Passenger,0,1,1,258,259,0.39
December 31 2019,Kootenai,ID,Passenger,1,1,2,192,194,1.03
December 31 2019,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
December 31 2019,Cook,IL,Passenger,1,0,1,203,204,0.49
December 31 2019,Dupage,IL,Passenger,2,0,2,47,49,4.08
December 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25
December 31 2019,Dekalb,IN,Passenger,1,0,1,1,2,50
December 31 2019,Vigo,IN,Passenger,1,0,1,4,5,20
December 31 2019,Riley,KS,Passenger,1,0,1,66,67,1.49
December 31 2019,Oldham,KY,Passenger,0,1,1,3,4,25
December 31 2019,Caddo,LA,Passenger,1,0,1,15,16,6.25
December 31 2019,Anne Arundel,MD,Passenger,1,3,4,433,437,0.92
December 31 2019,Charles,MD,Passenger,0,1,1,79,80,1.25
December 31 2019,Frederick,MD,Passenger,2,1,3,80,83,3.61
December 31 2019,Howard,MD,Passenger,0,1,1,85,86,1.16
December 31 2019,Montgomery,MD,Passenger,0,4,4,259,263,1.52
December 31 2019,Saint Marys,MD,Passenger,1,0,1,196,197,0.51
December 31 2019,Kent,MI,Passenger,0,1,1,19,20,5
December 31 2019,Saginaw,MI,Passenger,1,0,1,10,11,9.09
December 31 2019,Washtenaw,MI,Passenger,1,0,1,28,29,3.45
December 31 2019,Wayne,MI,Passenger,0,1,1,54,55,1.82
December 31 2019,Hennepin,MN,Passenger,2,0,2,91,93,2.15
December 31 2019,Ramsey,MN,Passenger,1,0,1,31,32,3.12
December 31 2019,Boone,MO,Passenger,0,1,1,9,10,10
December 31 2019,Saint Louis,MO,Passenger,1,0,1,63,64,1.56
December 31 2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
December 31 2019,Cascade,MT,Passenger,0,1,1,57,58,1.72
December 31 2019,Flathead,MT,Passenger,1,0,1,54,55,1.82
December 31 2019,Glacier,MT,Passenger,0,1,1,4,5,20
December 31 2019,Cumberland,NC,Passenger,1,2,3,503,506,0.59
December 31 2019,Guilford,NC,Passenger,1,0,1,28,29,3.45
December 31 2019,Harnett,NC,Passenger,0,1,1,188,189,0.53
December 31 2019,Mecklenburg,NC,Passenger,1,0,1,74,75,1.33
December 31 2019,Moore,NC,Passenger,0,1,1,170,171,0.58
December 31 2019,Douglas,NE,Passenger,0,1,1,49,50,2
December 31 2019,Chaves,NM,Passenger,1,0,1,9,10,10
December 31 2019,Otero,NM,Passenger,0,1,1,35,36,2.78
December 31 2019,Valencia,NM,Passenger,1,0,1,2,3,33.33
December 31 2019,Carson City,NV,Passenger,1,0,1,9,10,10
December 31 2019,Clark,NV,Passenger,2,1,3,590,593,0.51
December 31 2019,Washoe,NV,Passenger,1,0,1,81,82,1.22
December 31 2019,Jefferson,NY,Passenger,0,1,1,230,231,0.43
December 31 2019,Nassau,NY,Passenger,2,0,2,31,33,6.06
December 31 2019,Westchester,NY,Passenger,0,1,1,23,24,4.17
December 31 2019,Montgomery,OH,Passenger,0,1,1,59,60,1.67
December 31 2019,Shelby,OH,Passenger,0,1,1,1,2,50
December 31 2019,Oklahoma,OK,Passenger,0,2,2,110,112,1.79
December 31 2019,Tulsa,OK,Passenger,0,1,1,40,41,2.44
December 31 2019,Clackamas,OR,Passenger,1,1,2,181,183,1.09
December 31 2019,Deschutes,OR,Passenger,2,0,2,113,115,1.74
December 31 2019,Klamath,OR,Passenger,1,0,1,22,23,4.35
December 31 2019,Multnomah,OR,Passenger,3,6,9,644,653,1.38
December 31 2019,Allegheny,PA,Passenger,1,0,1,65,66,1.52
December 31 2019,Bucks,PA,Passenger,1,0,1,22,23,4.35
December 31 2019,Montgomery,PA,Passenger,1,0,1,23,24,4.17
December 31 2019,Dorchester,SC,Passenger,1,0,1,60,61,1.64
December 31 2019,Davidson,TN,Passenger,1,0,1,65,66,1.52
December 31 2019,Putnam,TN,Passenger,0,1,1,2,3,33.33
December 31 2019,Shelby,TN,Passenger,0,1,1,91,92,1.09
December 31 2019,Bell,TX,Passenger,0,1,1,407,408,0.25
December 31 2019,Bexar,TX,Passenger,1,5,6,571,577,1.04
December 31 2019,El Paso,TX,Passenger,2,0,2,445,447,0.45
December 31 2019,Guadalupe,TX,Passenger,1,0,1,54,55,1.82
December 31 2019,Harris,TX,Passenger,1,0,1,206,207,0.48
December 31 2019,Nueces,TX,Passenger,1,1,2,84,86,2.33
December 31 2019,Tarrant,TX,Passenger,2,0,2,169,171,1.17
December 31 2019,Travis,TX,Passenger,1,1,2,158,160,1.25
December 31 2019,Albemarle,VA,Passenger,1,0,1,30,31,3.23
December 31 2019,Alexandria City,VA,Passenger,4,0,4,138,142,2.82
December 31 2019,Arlington,VA,Passenger,0,2,2,141,143,1.4
December 31 2019,Chesapeake City,VA,Passenger,0,1,1,399,400,0.25
December 31 2019,Fairfax,VA,Passenger,3,6,9,731,740,1.22
December 31 2019,Goochland,VA,Passenger,1,1,2,131,133,1.5
December 31 2019,Manassas City,VA,Passenger,0,1,1,5,6,16.67
December 31 2019,Norfolk City,VA,Passenger,2,1,3,357,360,0.83
December 31 2019,Powhatan,VA,Passenger,1,0,1,1,2,50
December 31 2019,Prince William,VA,Passenger,1,3,4,221,225,1.78
December 31 2019,Stafford,VA,Passenger,1,0,1,86,87,1.15
December 31 2019,Suffolk City,VA,Passenger,1,0,1,116,117,0.85
December 31 2019,NULL,WA,Passenger,0,0,0,2,2,0
