Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2019,Adams,WA,Passenger,7,7,14,"13,226","13,240",0.11
December 31 2019,Adams,WA,Truck,0,0,0,"5,409","5,409",0
December 31 2019,Asotin,WA,Passenger,15,10,25,"12,994","13,019",0.19
December 31 2019,Asotin,WA,Truck,0,0,0,"6,916","6,916",0
December 31 2019,Benton,WA,Passenger,330,315,645,"137,686","138,331",0.47
December 31 2019,Benton,WA,Truck,0,0,0,"43,596","43,596",0
December 31 2019,Chelan,WA,Passenger,204,81,285,"55,659","55,944",0.51
December 31 2019,Chelan,WA,Truck,0,0,0,"23,090","23,090",0
December 31 2019,Clallam,WA,Passenger,213,156,369,"51,690","52,059",0.71
December 31 2019,Clallam,WA,Truck,1,0,1,"22,363","22,364",0
December 31 2019,Clark,WA,Passenger,"1,977","1,068","3,045","323,335","326,380",0.93
December 31 2019,Clark,WA,Truck,0,0,0,"83,347","83,347",0
December 31 2019,Columbia,WA,Passenger,4,2,6,"2,499","2,505",0.24
December 31 2019,Columbia,WA,Truck,0,0,0,"1,605","1,605",0
December 31 2019,Cowlitz,WA,Passenger,129,123,252,"74,880","75,132",0.34
December 31 2019,Cowlitz,WA,Truck,0,0,0,"29,823","29,823",0
December 31 2019,Douglas,WA,Passenger,68,37,105,"28,731","28,836",0.36
December 31 2019,Douglas,WA,Truck,0,0,0,"12,577","12,577",0
December 31 2019,Ferry,WA,Passenger,5,2,7,"4,565","4,572",0.15
December 31 2019,Ferry,WA,Truck,0,0,0,"3,720","3,720",0
December 31 2019,Franklin,WA,Passenger,64,79,143,"62,171","62,314",0.23
December 31 2019,Franklin,WA,Truck,0,0,0,"20,364","20,364",0
December 31 2019,Garfield,WA,Passenger,0,1,1,"1,328","1,329",0.08
December 31 2019,Garfield,WA,Truck,0,0,0,995,995,0
December 31 2019,Grant,WA,Passenger,58,73,131,"67,270","67,401",0.19
December 31 2019,Grant,WA,Truck,0,0,0,"27,850","27,850",0
December 31 2019,Grays Harbor,WA,Passenger,120,105,225,"49,085","49,310",0.46
December 31 2019,Grays Harbor,WA,Truck,0,0,0,"21,204","21,204",0
December 31 2019,Island,WA,Passenger,399,266,665,"64,740","65,405",1.02
December 31 2019,Island,WA,Truck,1,0,1,"21,878","21,879",0
December 31 2019,Jefferson,WA,Passenger,232,145,377,"25,592","25,969",1.45
December 31 2019,Jefferson,WA,Truck,0,0,0,"9,838","9,838",0
December 31 2019,King,WA,Passenger,"22,588","7,773","30,361","1,414,219","1,444,580",2.1
December 31 2019,King,WA,Truck,6,1,7,"186,661","186,668",0
December 31 2019,Kitsap,WA,Passenger,"1,290",677,"1,967","185,555","187,522",1.05
December 31 2019,Kitsap,WA,Truck,1,0,1,"55,723","55,724",0
December 31 2019,Kittitas,WA,Passenger,96,48,144,"30,719","30,863",0.47
December 31 2019,Kittitas,WA,Truck,0,0,0,"15,019","15,019",0
December 31 2019,Klickitat,WA,Passenger,52,38,90,"15,978","16,068",0.56
December 31 2019,Klickitat,WA,Truck,0,0,0,"8,547","8,547",0
December 31 2019,Lewis,WA,Passenger,117,109,226,"60,696","60,922",0.37
December 31 2019,Lewis,WA,Truck,0,0,0,"26,835","26,835",0
December 31 2019,Lincoln,WA,Passenger,3,11,14,"8,027","8,041",0.17
December 31 2019,Lincoln,WA,Truck,0,0,0,"4,822","4,822",0
December 31 2019,Mason,WA,Passenger,169,140,309,"48,713","49,022",0.63
December 31 2019,Mason,WA,Truck,0,0,0,"21,152","21,152",0
December 31 2019,Okanogan,WA,Passenger,31,30,61,"27,025","27,086",0.23
December 31 2019,Okanogan,WA,Truck,0,0,0,"17,246","17,246",0
December 31 2019,Pacific,WA,Passenger,40,32,72,"16,340","16,412",0.44
December 31 2019,Pacific,WA,Truck,0,0,0,"7,892","7,892",0
December 31 2019,Pend Oreille,WA,Passenger,8,6,14,"9,806","9,820",0.14
December 31 2019,Pend Oreille,WA,Truck,0,0,0,"5,989","5,989",0
December 31 2019,Pierce,WA,Passenger,"2,386","1,755","4,141","558,196","562,337",0.74
December 31 2019,Pierce,WA,Truck,0,0,0,"144,869","144,869",0
December 31 2019,San Juan,WA,Passenger,261,80,341,"14,695","15,036",2.27
December 31 2019,San Juan,WA,Truck,0,0,0,"6,083","6,083",0
December 31 2019,Skagit,WA,Passenger,401,233,634,"94,326","94,960",0.67
December 31 2019,Skagit,WA,Truck,1,0,1,"33,448","33,449",0
December 31 2019,Skamania,WA,Passenger,30,19,49,"8,986","9,035",0.54
December 31 2019,Skamania,WA,Truck,0,0,0,"4,252","4,252",0
December 31 2019,Snohomish,WA,Passenger,"4,225","1,807","6,032","545,011","551,043",1.09
December 31 2019,Snohomish,WA,Truck,0,0,0,"126,772","126,772",0
December 31 2019,Spokane,WA,Passenger,694,495,"1,189","322,049","323,238",0.37
December 31 2019,Spokane,WA,Truck,1,0,1,"99,363","99,364",0
December 31 2019,Stevens,WA,Passenger,35,34,69,"32,413","32,482",0.21
December 31 2019,Stevens,WA,Truck,0,0,0,"19,413","19,413",0
December 31 2019,Thurston,WA,Passenger,"1,154",749,"1,903","202,150","204,053",0.93
December 31 2019,Thurston,WA,Truck,0,0,0,"56,925","56,925",0
December 31 2019,Wahkiakum,WA,Passenger,4,4,8,"3,114","3,122",0.26
December 31 2019,Wahkiakum,WA,Truck,0,0,0,"1,797","1,797",0
December 31 2019,Walla Walla,WA,Passenger,69,57,126,"37,024","37,150",0.34
December 31 2019,Walla Walla,WA,Truck,0,0,0,"14,064","14,064",0
December 31 2019,Whatcom,WA,Passenger,"1,045",494,"1,539","154,145","155,684",0.99
December 31 2019,Whatcom,WA,Truck,2,0,2,"44,192","44,194",0
December 31 2019,Whitman,WA,Passenger,44,48,92,"23,082","23,174",0.4
December 31 2019,Whitman,WA,Truck,0,0,0,"8,804","8,804",0
December 31 2019,Yakima,WA,Passenger,130,122,252,"170,524","170,776",0.15
December 31 2019,Yakima,WA,Truck,0,0,0,"61,794","61,794",0
December 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25
January 31 2020,NULL,NULL,Passenger,7,6,13,"1,915","1,928",0.67
January 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,96,97,1.03
January 31 2020,Juneau,AK,Passenger,0,1,1,23,24,4.17
January 31 2020,Montgomery,AL,Passenger,0,2,2,37,39,5.13
January 31 2020,Cochise,AZ,Passenger,0,1,1,110,111,0.9
January 31 2020,Maricopa,AZ,Passenger,5,5,10,"1,149","1,159",0.86
January 31 2020,Pima,AZ,Passenger,2,0,2,298,300,0.67
January 31 2020,Pinal,AZ,Passenger,1,0,1,138,139,0.72
January 31 2020,NULL,CA,Passenger,1,3,4,239,243,1.65
January 31 2020,Alameda,CA,Passenger,2,0,2,259,261,0.77
January 31 2020,Contra Costa,CA,Passenger,1,0,1,188,189,0.53
January 31 2020,Fresno,CA,Passenger,1,0,1,171,172,0.58
January 31 2020,Kern,CA,Passenger,1,0,1,233,234,0.43
January 31 2020,Los Angeles,CA,Passenger,8,8,16,975,991,1.61
January 31 2020,Orange,CA,Passenger,4,1,5,488,493,1.01
January 31 2020,Placer,CA,Passenger,1,0,1,81,82,1.22
January 31 2020,Riverside,CA,Passenger,2,1,3,573,576,0.52
January 31 2020,San Diego,CA,Passenger,10,10,20,"2,797","2,817",0.71
January 31 2020,San Francisco,CA,Passenger,2,1,3,88,91,3.3
January 31 2020,San Mateo,CA,Passenger,1,1,2,109,111,1.8
January 31 2020,Santa Barbara,CA,Passenger,1,0,1,95,96,1.04
January 31 2020,Santa Clara,CA,Passenger,4,1,5,273,278,1.8
January 31 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
January 31 2020,Shasta,CA,Passenger,1,0,1,36,37,2.7
January 31 2020,Tulare,CA,Passenger,0,1,1,172,173,0.58
January 31 2020,Tuolumne,CA,Passenger,0,1,1,8,9,11.11
January 31 2020,Ventura,CA,Passenger,0,2,2,303,305,0.66
January 31 2020,Boulder,CO,Passenger,1,1,2,35,37,5.41
January 31 2020,Denver,CO,Passenger,1,0,1,105,106,0.94
January 31 2020,El Paso,CO,Passenger,1,1,2,666,668,0.3
January 31 2020,Larimer,CO,Passenger,0,1,1,38,39,2.56
January 31 2020,District Of Columbia,DC,Passenger,0,2,2,211,213,0.94
January 31 2020,Kent,DE,Passenger,0,1,1,66,67,1.49
January 31 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
January 31 2020,Bay,FL,Passenger,1,0,1,33,34,2.94
January 31 2020,Brevard,FL,Passenger,0,1,1,64,65,1.54
January 31 2020,Broward,FL,Passenger,0,1,1,112,113,0.88
January 31 2020,Clay,FL,Passenger,0,1,1,87,88,1.14
January 31 2020,Duval,FL,Passenger,1,1,2,342,344,0.58
January 31 2020,Osceola,FL,Passenger,1,0,1,33,34,2.94
January 31 2020,Palm Beach,FL,Passenger,0,1,1,63,64,1.56
January 31 2020,Pinellas,FL,Passenger,1,0,1,81,82,1.22
January 31 2020,Polk,FL,Passenger,1,0,1,61,62,1.61
January 31 2020,Santa Rosa,FL,Passenger,1,0,1,75,76,1.32
January 31 2020,Sarasota,FL,Passenger,1,0,1,22,23,4.35
January 31 2020,Sumter,FL,Passenger,0,1,1,8,9,11.11
January 31 2020,Bryan,GA,Passenger,1,0,1,58,59,1.69
January 31 2020,Camden,GA,Passenger,1,1,2,151,153,1.31
January 31 2020,Columbia,GA,Passenger,1,1,2,144,146,1.37
January 31 2020,Dekalb,GA,Passenger,1,0,1,72,73,1.37
January 31 2020,Fulton,GA,Passenger,1,2,3,91,94,3.19
January 31 2020,Jones,GA,Passenger,1,0,1,1,2,50
January 31 2020,Liberty,GA,Passenger,1,0,1,125,126,0.79
January 31 2020,Muscogee,GA,Passenger,0,1,1,174,175,0.57
January 31 2020,Honolulu,HI,Passenger,1,0,1,400,401,0.25
January 31 2020,Maui,HI,Passenger,1,0,1,37,38,2.63
January 31 2020,Ada,ID,Passenger,0,1,1,251,252,0.4
January 31 2020,Kootenai,ID,Passenger,1,1,2,195,197,1.02
January 31 2020,Twin Falls,ID,Passenger,0,1,1,20,21,4.76
January 31 2020,Cook,IL,Passenger,1,0,1,202,203,0.49
January 31 2020,Dupage,IL,Passenger,2,0,2,47,49,4.08
January 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25
January 31 2020,Saint Clair,IL,Passenger,1,0,1,146,147,0.68
January 31 2020,Dekalb,IN,Passenger,1,0,1,1,2,50
January 31 2020,Vigo,IN,Passenger,1,0,1,4,5,20
January 31 2020,Riley,KS,Passenger,1,0,1,66,67,1.49
January 31 2020,Oldham,KY,Passenger,0,1,1,3,4,25
January 31 2020,Caddo,LA,Passenger,1,0,1,14,15,6.67
January 31 2020,Anne Arundel,MD,Passenger,1,3,4,433,437,0.92
January 31 2020,Charles,MD,Passenger,0,1,1,76,77,1.3
January 31 2020,Frederick,MD,Passenger,2,1,3,80,83,3.61
January 31 2020,Howard,MD,Passenger,0,1,1,85,86,1.16
January 31 2020,Montgomery,MD,Passenger,0,4,4,255,259,1.54
January 31 2020,Saint Marys,MD,Passenger,1,0,1,189,190,0.53
January 31 2020,Kent,MI,Passenger,0,1,1,19,20,5
January 31 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
January 31 2020,Washtenaw,MI,Passenger,1,0,1,27,28,3.57
January 31 2020,Wayne,MI,Passenger,0,1,1,54,55,1.82
January 31 2020,Hennepin,MN,Passenger,2,0,2,87,89,2.25
January 31 2020,Ramsey,MN,Passenger,1,0,1,31,32,3.12
January 31 2020,Boone,MO,Passenger,0,1,1,9,10,10
January 31 2020,Saint Louis,MO,Passenger,1,0,1,61,62,1.61
January 31 2020,Harrison,MS,Passenger,1,0,1,64,65,1.54
January 31 2020,Cascade,MT,Passenger,0,1,1,58,59,1.69
January 31 2020,Flathead,MT,Passenger,1,0,1,52,53,1.89
January 31 2020,Glacier,MT,Passenger,0,1,1,4,5,20
January 31 2020,Cumberland,NC,Passenger,1,2,3,506,509,0.59
January 31 2020,Guilford,NC,Passenger,1,0,1,28,29,3.45
January 31 2020,Harnett,NC,Passenger,0,1,1,188,189,0.53
January 31 2020,Mecklenburg,NC,Passenger,1,0,1,71,72,1.39
January 31 2020,Moore,NC,Passenger,0,1,1,168,169,0.59
January 31 2020,Douglas,NE,Passenger,0,1,1,48,49,2.04
January 31 2020,Chaves,NM,Passenger,1,0,1,10,11,9.09
January 31 2020,Otero,NM,Passenger,0,1,1,35,36,2.78
January 31 2020,Valencia,NM,Passenger,1,0,1,2,3,33.33
January 31 2020,Carson City,NV,Passenger,1,0,1,8,9,11.11
January 31 2020,Clark,NV,Passenger,2,1,3,591,594,0.51
January 31 2020,Washoe,NV,Passenger,1,0,1,79,80,1.25
January 31 2020,Nassau,NY,Passenger,2,0,2,32,34,5.88
January 31 2020,Westchester,NY,Passenger,0,1,1,22,23,4.35
January 31 2020,Montgomery,OH,Passenger,0,1,1,60,61,1.64
January 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50
January 31 2020,Oklahoma,OK,Passenger,0,2,2,109,111,1.8
January 31 2020,Tulsa,OK,Passenger,0,1,1,40,41,2.44
January 31 2020,Clackamas,OR,Passenger,1,1,2,179,181,1.1
January 31 2020,Deschutes,OR,Passenger,2,0,2,109,111,1.8
January 31 2020,Klamath,OR,Passenger,1,0,1,21,22,4.55
January 31 2020,Multnomah,OR,Passenger,3,7,10,645,655,1.53
January 31 2020,Allegheny,PA,Passenger,1,0,1,64,65,1.54
January 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
January 31 2020,Montgomery,PA,Passenger,1,0,1,22,23,4.35
January 31 2020,Dorchester,SC,Passenger,1,0,1,59,60,1.67
January 31 2020,Davidson,TN,Passenger,1,0,1,63,64,1.56
January 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
January 31 2020,Shelby,TN,Passenger,0,1,1,92,93,1.08
January 31 2020,Tipton,TN,Passenger,1,0,1,11,12,8.33
January 31 2020,Bell,TX,Passenger,0,1,1,401,402,0.25
January 31 2020,Bexar,TX,Passenger,2,5,7,568,575,1.22
January 31 2020,Denton,TX,Passenger,1,0,1,54,55,1.82
January 31 2020,El Paso,TX,Passenger,2,0,2,441,443,0.45
January 31 2020,Guadalupe,TX,Passenger,1,0,1,55,56,1.79
January 31 2020,Harris,TX,Passenger,1,0,1,205,206,0.49
January 31 2020,Nueces,TX,Passenger,1,0,1,83,84,1.19
January 31 2020,Tarrant,TX,Passenger,2,0,2,166,168,1.19
January 31 2020,Travis,TX,Passenger,1,2,3,150,153,1.96
January 31 2020,Albemarle,VA,Passenger,1,0,1,30,31,3.23
January 31 2020,Alexandria City,VA,Passenger,4,0,4,137,141,2.84
January 31 2020,Arlington,VA,Passenger,0,2,2,142,144,1.39
January 31 2020,Chesapeake City,VA,Passenger,0,1,1,398,399,0.25
January 31 2020,Fairfax,VA,Passenger,4,6,10,732,742,1.35
January 31 2020,Goochland,VA,Passenger,1,1,2,129,131,1.53
January 31 2020,Manassas City,VA,Passenger,0,1,1,5,6,16.67
January 31 2020,Norfolk City,VA,Passenger,2,1,3,358,361,0.83
January 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
January 31 2020,Prince William,VA,Passenger,2,3,5,217,222,2.25
January 31 2020,Stafford,VA,Passenger,1,0,1,85,86,1.16
January 31 2020,Suffolk City,VA,Passenger,1,0,1,116,117,0.85
January 31 2020,NULL,WA,Passenger,0,0,0,2,2,0
January 31 2020,Adams,WA,Passenger,8,7,15,"13,203","13,218",0.11
January 31 2020,Adams,WA,Truck,0,0,0,"5,416","5,416",0
January 31 2020,Asotin,WA,Passenger,18,12,30,"13,040","13,070",0.23
January 31 2020,Asotin,WA,Truck,0,0,0,"6,916","6,916",0
January 31 2020,Benton,WA,Passenger,352,321,673,"137,795","138,468",0.49
January 31 2020,Benton,WA,Truck,0,0,0,"43,666","43,666",0
January 31 2020,Chelan,WA,Passenger,216,80,296,"55,658","55,954",0.53
January 31 2020,Chelan,WA,Truck,0,0,0,"23,128","23,128",0
January 31 2020,Clallam,WA,Passenger,220,159,379,"51,751","52,130",0.73
January 31 2020,Clallam,WA,Truck,1,0,1,"22,351","22,352",0
January 31 2020,Clark,WA,Passenger,"2,074","1,083","3,157","325,296","328,453",0.96
January 31 2020,Clark,WA,Truck,0,0,0,"83,716","83,716",0
January 31 2020,Columbia,WA,Passenger,4,2,6,"2,500","2,506",0.24
January 31 2020,Columbia,WA,Truck,0,0,0,"1,604","1,604",0
January 31 2020,Cowlitz,WA,Passenger,139,124,263,"74,848","75,111",0.35
January 31 2020,Cowlitz,WA,Truck,0,0,0,"29,800","29,800",0
January 31 2020,Douglas,WA,Passenger,70,38,108,"28,811","28,919",0.37
January 31 2020,Douglas,WA,Truck,0,0,0,"12,581","12,581",0
January 31 2020,Ferry,WA,Passenger,5,2,7,"4,548","4,555",0.15
January 31 2020,Ferry,WA,Truck,0,0,0,"3,724","3,724",0
January 31 2020,Franklin,WA,Passenger,67,79,146,"62,307","62,453",0.23
January 31 2020,Franklin,WA,Truck,0,0,0,"20,441","20,441",0
January 31 2020,Garfield,WA,Passenger,0,1,1,"1,340","1,341",0.07
January 31 2020,Garfield,WA,Truck,0,0,0,996,996,0
January 31 2020,Grant,WA,Passenger,61,77,138,"67,269","67,407",0.2
January 31 2020,Grant,WA,Truck,0,0,0,"27,896","27,896",0
January 31 2020,Grays Harbor,WA,Passenger,119,111,230,"49,207","49,437",0.47
January 31 2020,Grays Harbor,WA,Truck,0,0,0,"21,261","21,261",0
January 31 2020,Island,WA,Passenger,416,271,687,"64,761","65,448",1.05
January 31 2020,Island,WA,Truck,1,0,1,"21,859","21,860",0
January 31 2020,Jefferson,WA,Passenger,239,150,389,"25,623","26,012",1.5
January 31 2020,Jefferson,WA,Truck,0,0,0,"9,855","9,855",0
January 31 2020,King,WA,Passenger,"23,852","7,848","31,700","1,418,269","1,449,969",2.19
January 31 2020,King,WA,Truck,6,1,7,"186,962","186,969",0
January 31 2020,Kitsap,WA,Passenger,"1,346",683,"2,029","185,547","187,576",1.08
January 31 2020,Kitsap,WA,Truck,1,0,1,"55,705","55,706",0
January 31 2020,Kittitas,WA,Passenger,99,50,149,"30,745","30,894",0.48
January 31 2020,Kittitas,WA,Truck,0,0,0,"15,057","15,057",0
January 31 2020,Klickitat,WA,Passenger,54,39,93,"15,995","16,088",0.58
January 31 2020,Klickitat,WA,Truck,0,0,0,"8,536","8,536",0
January 31 2020,Lewis,WA,Passenger,119,111,230,"60,725","60,955",0.38
January 31 2020,Lewis,WA,Truck,0,0,0,"26,859","26,859",0
January 31 2020,Lincoln,WA,Passenger,3,11,14,"8,012","8,026",0.17
January 31 2020,Lincoln,WA,Truck,0,0,0,"4,810","4,810",0
January 31 2020,Mason,WA,Passenger,177,140,317,"48,704","49,021",0.65
January 31 2020,Mason,WA,Truck,0,0,0,"21,176","21,176",0
January 31 2020,Okanogan,WA,Passenger,33,30,63,"27,009","27,072",0.23
January 31 2020,Okanogan,WA,Truck,0,0,0,"17,239","17,239",0
January 31 2020,Pacific,WA,Passenger,40,33,73,"16,304","16,377",0.45
January 31 2020,Pacific,WA,Truck,0,0,0,"7,926","7,926",0
January 31 2020,Pend Oreille,WA,Passenger,9,6,15,"9,756","9,771",0.15
January 31 2020,Pend Oreille,WA,Truck,0,0,0,"5,999","5,999",0
January 31 2020,Pierce,WA,Passenger,"2,487","1,781","4,268","560,625","564,893",0.76
January 31 2020,Pierce,WA,Truck,0,0,0,"145,142","145,142",0
January 31 2020,San Juan,WA,Passenger,274,83,357,"14,695","15,052",2.37
January 31 2020,San Juan,WA,Truck,0,0,0,"6,081","6,081",0
January 31 2020,Skagit,WA,Passenger,417,234,651,"94,325","94,976",0.69
January 31 2020,Skagit,WA,Truck,1,0,1,"33,481","33,482",0
January 31 2020,Skamania,WA,Passenger,33,19,52,"8,981","9,033",0.58
January 31 2020,Skamania,WA,Truck,0,0,0,"4,261","4,261",0
January 31 2020,Snohomish,WA,Passenger,"4,449","1,817","6,266","546,606","552,872",1.13
January 31 2020,Snohomish,WA,Truck,0,0,0,"127,009","127,009",0
January 31 2020,Spokane,WA,Passenger,737,492,"1,229","323,413","324,642",0.38
January 31 2020,Spokane,WA,Truck,1,0,1,"99,763","99,764",0
January 31 2020,Stevens,WA,Passenger,37,35,72,"32,297","32,369",0.22
January 31 2020,Stevens,WA,Truck,0,0,0,"19,412","19,412",0
January 31 2020,Thurston,WA,Passenger,"1,193",766,"1,959","202,255","204,214",0.96
January 31 2020,Thurston,WA,Truck,0,0,0,"56,967","56,967",0
January 31 2020,Wahkiakum,WA,Passenger,4,6,10,"3,105","3,115",0.32
January 31 2020,Wahkiakum,WA,Truck,0,0,0,"1,803","1,803",0
January 31 2020,Walla Walla,WA,Passenger,71,58,129,"37,083","37,212",0.35
January 31 2020,Walla Walla,WA,Truck,0,0,0,"14,105","14,105",0
January 31 2020,Whatcom,WA,Passenger,"1,091",504,"1,595","154,305","155,900",1.02
January 31 2020,Whatcom,WA,Truck,3,0,3,"44,237","44,240",0.01
January 31 2020,Whitman,WA,Passenger,44,50,94,"23,064","23,158",0.41
January 31 2020,Whitman,WA,Truck,0,0,0,"8,795","8,795",0
January 31 2020,Yakima,WA,Passenger,133,122,255,"170,475","170,730",0.15
January 31 2020,Yakima,WA,Truck,0,0,0,"61,826","61,826",0
January 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25
February 29 2020,NULL,NULL,Passenger,7,5,12,"1,881","1,893",0.63
February 29 2020,Fairbanks North Star,AK,Passenger,0,1,1,94,95,1.05
February 29 2020,Juneau,AK,Passenger,0,1,1,25,26,3.85
February 29 2020,Montgomery,AL,Passenger,0,2,2,37,39,5.13
February 29 2020,Cochise,AZ,Passenger,0,1,1,108,109,0.92
February 29 2020,Maricopa,AZ,Passenger,6,5,11,"1,133","1,144",0.96
February 29 2020,Pima,AZ,Passenger,2,0,2,296,298,0.67
February 29 2020,Pinal,AZ,Passenger,1,0,1,140,141,0.71
February 29 2020,NULL,CA,Passenger,1,3,4,237,241,1.66
February 29 2020,Alameda,CA,Passenger,1,0,1,252,253,0.4
February 29 2020,Contra Costa,CA,Passenger,1,0,1,185,186,0.54
February 29 2020,Fresno,CA,Passenger,1,0,1,171,172,0.58
February 29 2020,Kern,CA,Passenger,1,0,1,232,233,0.43
February 29 2020,Los Angeles,CA,Passenger,8,8,16,960,976,1.64
February 29 2020,Orange,CA,Passenger,3,1,4,484,488,0.82
February 29 2020,Placer,CA,Passenger,2,0,2,81,83,2.41
February 29 2020,Riverside,CA,Passenger,2,1,3,569,572,0.52
February 29 2020,San Diego,CA,Passenger,11,10,21,"2,797","2,818",0.75
February 29 2020,San Francisco,CA,Passenger,2,1,3,86,89,3.37
February 29 2020,San Mateo,CA,Passenger,0,1,1,108,109,0.92
February 29 2020,Santa Barbara,CA,Passenger,1,0,1,94,95,1.05
February 29 2020,Santa Clara,CA,Passenger,4,1,5,261,266,1.88
February 29 2020,Santa Cruz,CA,Passenger,1,0,1,35,36,2.78
February 29 2020,Shasta,CA,Passenger,1,0,1,36,37,2.7
February 29 2020,Tulare,CA,Passenger,0,1,1,170,171,0.58
February 29 2020,Tuolumne,CA,Passenger,0,1,1,7,8,12.5
February 29 2020,Ventura,CA,Passenger,0,2,2,297,299,0.67
February 29 2020,Boulder,CO,Passenger,1,1,2,32,34,5.88
February 29 2020,Denver,CO,Passenger,1,0,1,108,109,0.92
February 29 2020,El Paso,CO,Passenger,1,0,1,662,663,0.15
February 29 2020,Larimer,CO,Passenger,0,1,1,34,35,2.86
February 29 2020,District Of Columbia,DC,Passenger,0,2,2,207,209,0.96
February 29 2020,Kent,DE,Passenger,0,1,1,64,65,1.54
February 29 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
February 29 2020,Bay,FL,Passenger,1,0,1,33,34,2.94
February 29 2020,Brevard,FL,Passenger,0,1,1,63,64,1.56
February 29 2020,Broward,FL,Passenger,0,1,1,108,109,0.92
February 29 2020,Clay,FL,Passenger,0,1,1,84,85,1.18
February 29 2020,Duval,FL,Passenger,1,1,2,338,340,0.59
February 29 2020,Osceola,FL,Passenger,1,0,1,32,33,3.03
February 29 2020,Palm Beach,FL,Passenger,0,1,1,61,62,1.61
February 29 2020,Pinellas,FL,Passenger,1,0,1,80,81,1.23
February 29 2020,Polk,FL,Passenger,1,0,1,62,63,1.59
February 29 2020,Santa Rosa,FL,Passenger,1,0,1,74,75,1.33
February 29 2020,Sarasota,FL,Passenger,1,0,1,22,23,4.35
February 29 2020,Sumter,FL,Passenger,0,1,1,8,9,11.11
February 29 2020,Bryan,GA,Passenger,1,0,1,58,59,1.69
February 29 2020,Camden,GA,Passenger,1,1,2,147,149,1.34
February 29 2020,Columbia,GA,Passenger,1,1,2,143,145,1.38
February 29 2020,Dekalb,GA,Passenger,1,0,1,72,73,1.37
February 29 2020,Fulton,GA,Passenger,1,2,3,90,93,3.23
February 29 2020,Jones,GA,Passenger,1,0,1,1,2,50
February 29 2020,Liberty,GA,Passenger,1,0,1,123,124,0.81
February 29 2020,Muscogee,GA,Passenger,0,1,1,168,169,0.59
February 29 2020,Honolulu,HI,Passenger,1,0,1,390,391,0.26
